2022-09-01 00:56:47,934 DEBUG Horse     : Создание Horse, имя Буцефал, скорость 2.4
2022-09-01 00:57:47,992 DEBUG Horse     : Создание Horse, имя 24testName, скорость 0.0
2022-09-01 00:57:47,992 DEBUG Horse     : Создание Horse, имя 25testName, скорость 0.0
2022-09-01 00:57:47,992 DEBUG Horse     : Создание Horse, имя 26testName, скорость 0.0
2022-09-01 00:57:47,992 DEBUG Horse     : Создание Horse, имя 27testName, скорость 0.0
2022-09-01 00:57:47,992 DEBUG Horse     : Создание Horse, имя 28testName, скорость 0.0
2022-09-01 00:57:47,992 DEBUG Horse     : Создание Horse, имя 29testName, скорость 0.0
2022-09-01 00:57:47,992 DEBUG Hippodrome: Создание Hippodrome, лошадей 30
2022-09-01 00:57:48,651 DEBUG Hippodrome: Создание Hippodrome, лошадей 50
2022-09-01 00:57:48,705 ERROR Hippodrome: Horses list is empty
2022-09-01 00:57:48,706 DEBUG Horse     : Создание Horse, имя testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 0testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 1testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 2testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 3testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 4testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 5testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 6testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 7testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 8testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 9testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 10testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 11testName, скорость 1.0
2022-09-01 00:57:48,707 DEBUG Horse     : Создание Horse, имя 12testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 13testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 14testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 15testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 16testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 17testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 18testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 19testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 20testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 21testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 22testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 23testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 24testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 25testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 26testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 27testName, скорость 1.0
2022-09-01 00:57:48,708 DEBUG Horse     : Создание Horse, имя 28testName, скорость 1.0
2022-09-01 00:57:48,709 DEBUG Horse     : Создание Horse, имя 29testName, скорость 1.0
2022-09-01 00:57:48,709 DEBUG Hippodrome: Создание Hippodrome, лошадей 31
2022-09-01 00:57:48,723 DEBUG Horse     : Создание Horse, имя testName, скорость 0.123456789
2022-09-01 00:57:48,726 DEBUG Horse     : Создание Horse, имя testName, скорость 0.0
2022-09-01 00:57:48,780 ERROR Horse     : Name is blank
2022-09-01 00:57:48,788 ERROR Horse     : Name is blank
2022-09-01 00:57:48,790 ERROR Horse     : Name is blank
2022-09-01 00:57:48,792 ERROR Horse     : Name is blank
2022-09-01 00:57:48,826 DEBUG Horse     : Создание Horse, имя testName, скорость 1.0
2022-09-01 00:57:48,831 DEBUG Horse     : Создание Horse, имя testName, скорость 1.0
2022-09-01 00:57:48,834 DEBUG Horse     : Создание Horse, имя testName, скорость 2.2
2022-09-01 00:57:48,837 DEBUG Horse     : Создание Horse, имя testName, скорость 1.1
2022-09-01 00:57:48,840 DEBUG Horse     : Создание Horse, имя testName, скорость 3.3
2022-09-01 00:57:48,842 DEBUG Horse     : Создание Horse, имя testName, скорость 1.0
2022-09-01 00:57:48,844 ERROR Horse     : Distance is negative
2022-09-01 00:57:48,845 ERROR Horse     : Name is null
2022-09-01 00:57:48,847 ERROR Horse     : Speed is negative
2022-09-01 00:57:48,848 DEBUG Horse     : Создание Horse, имя testName, скорость 0.0
2022-09-01 00:57:48,849 DEBUG Horse     : Создание Horse, имя testName, скорость 0.0
